age,job,marital,education,default,balance,housing,loan,contact,month,month_date,duration,campaign,poutcome,subscribed,subscribed_bin,balance_segment,segment,propension_score,score_decile,priorite
60,blue-collar,married,,no,104,yes,no,,may,2025-05-01,22,1,,no,0,Q1 — Faible solde,TIÈDE,0.0143079973862438,D1,PRIORITÉ 4 — Ne pas contacter
51,retired,married,primary,no,610,no,no,,jun,2025-06-01,86,2,,no,0,Q3 — Solde moyen-haut,CHAUD,0.036172809528375,D2,PRIORITÉ 4 — Ne pas contacter
40,housemaid,divorced,secondary,no,4328,no,no,cellular,aug,2025-08-01,133,2,,no,0,Q4 — Solde élevé,TIÈDE,0.0846508314258344,D3,PRIORITÉ 4 — Ne pas contacter
44,blue-collar,married,tertiary,no,1371,no,no,cellular,may,2025-05-01,788,3,other,no,0,Q3 — Solde moyen-haut,TIÈDE,0.8579008635858445,D8,PRIORITÉ 1 — Contacter en urgence
47,blue-collar,married,primary,no,193,yes,no,cellular,aug,2025-08-01,171,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0593154672352914,D3,PRIORITÉ 4 — Ne pas contacter
32,blue-collar,single,,no,258,yes,no,cellular,may,2025-05-01,291,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.2514536306875514,D4,PRIORITÉ 3 — Nurturing
43,blue-collar,married,primary,no,56,no,no,cellular,may,2025-05-01,365,2,,no,0,Q1 — Faible solde,TIÈDE,0.3208490130232049,D5,PRIORITÉ 3 — Nurturing
59,retired,married,secondary,no,136,no,no,cellular,aug,2025-08-01,301,4,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.3147595776120543,D5,PRIORITÉ 3 — Nurturing
24,blue-collar,married,secondary,no,1222,yes,no,cellular,apr,2025-04-01,369,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.5561027125521614,D6,PRIORITÉ 2 — À qualifier
26,admin.,single,tertiary,no,3672,yes,no,,may,2025-05-01,360,5,,no,0,Q4 — Solde élevé,TIÈDE,0.0628125135490943,D3,PRIORITÉ 4 — Ne pas contacter
37,blue-collar,single,,no,2188,no,no,,may,2025-05-01,193,8,,no,0,Q4 — Solde élevé,TIÈDE,0.0524976880041907,D3,PRIORITÉ 4 — Ne pas contacter
27,management,single,secondary,no,924,yes,no,cellular,feb,2025-02-01,84,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.2829346226001074,D5,PRIORITÉ 3 — Nurturing
32,technician,married,secondary,no,11431,no,no,cellular,aug,2025-08-01,141,5,,no,0,Q4 — Solde élevé,TIÈDE,0.0796954017309068,D3,PRIORITÉ 4 — Ne pas contacter
44,blue-collar,married,primary,no,140,yes,no,,may,2025-05-01,7,9,,no,0,Q2 — Solde moyen-bas,FROID,0.0078142148966054,D1,PRIORITÉ 4 — Ne pas contacter
34,technician,divorced,secondary,no,27,yes,no,,may,2025-05-01,133,3,,no,0,Q1 — Faible solde,TIÈDE,0.0217982673903256,D1,PRIORITÉ 4 — Ne pas contacter
39,management,married,tertiary,no,-468,yes,yes,cellular,aug,2025-08-01,88,2,,no,0,Q1 — Faible solde,TIÈDE,0.0237874408439653,D1,PRIORITÉ 4 — Ne pas contacter
30,services,single,secondary,no,438,yes,no,cellular,may,2025-05-01,98,1,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0630447444268852,D3,PRIORITÉ 4 — Ne pas contacter
44,admin.,divorced,secondary,no,-43,yes,yes,cellular,apr,2025-04-01,206,1,,no,0,Q1 — Faible solde,TIÈDE,0.1668781732645754,D4,PRIORITÉ 3 — Nurturing
22,student,single,tertiary,no,1161,no,yes,cellular,jun,2025-06-01,119,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.5416879710478923,D6,PRIORITÉ 2 — À qualifier
28,services,single,secondary,no,458,no,no,cellular,feb,2025-02-01,112,4,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.2863441685355818,D5,PRIORITÉ 3 — Nurturing
41,blue-collar,married,primary,no,-441,yes,no,cellular,may,2025-05-01,352,1,,no,0,Q1 — Faible solde,TIÈDE,0.168762588150447,D4,PRIORITÉ 3 — Nurturing
30,technician,married,secondary,no,2278,no,yes,telephone,nov,2025-11-01,47,1,,no,0,Q4 — Solde élevé,TIÈDE,0.0554527784770808,D3,PRIORITÉ 4 — Ne pas contacter
36,technician,single,secondary,no,0,no,no,cellular,aug,2025-08-01,8,13,,no,0,Q1 — Faible solde,TIÈDE,0.0102933521917131,D1,PRIORITÉ 4 — Ne pas contacter
39,services,married,secondary,no,702,yes,no,cellular,apr,2025-04-01,303,1,failure,no,0,Q3 — Solde moyen-haut,TIÈDE,0.3075224332689167,D5,PRIORITÉ 3 — Nurturing
38,technician,single,tertiary,no,69,yes,no,cellular,may,2025-05-01,253,3,,no,0,Q1 — Faible solde,TIÈDE,0.2546707561316431,D4,PRIORITÉ 3 — Nurturing
31,services,married,secondary,no,182,no,no,cellular,aug,2025-08-01,231,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.2478948417608979,D4,PRIORITÉ 3 — Nurturing
29,management,married,tertiary,no,318,yes,no,cellular,may,2025-05-01,1434,2,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.8577391410596132,D8,PRIORITÉ 1 — Contacter en urgence
42,blue-collar,married,primary,no,-181,yes,no,,may,2025-05-01,297,3,,no,0,Q1 — Faible solde,TIÈDE,0.0195504625927407,D1,PRIORITÉ 4 — Ne pas contacter
27,technician,single,secondary,no,261,yes,no,cellular,jan,2025-01-01,236,2,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.1987230682561372,D4,PRIORITÉ 3 — Nurturing
55,services,married,secondary,no,244,yes,no,cellular,may,2025-05-01,171,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.1140473519364173,D3,PRIORITÉ 4 — Ne pas contacter
28,technician,married,secondary,no,880,yes,no,,may,2025-05-01,188,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0426429438069518,D2,PRIORITÉ 4 — Ne pas contacter
47,technician,married,secondary,no,2283,yes,no,cellular,nov,2025-11-01,170,2,,no,0,Q4 — Solde élevé,TIÈDE,0.0954085003008446,D3,PRIORITÉ 4 — Ne pas contacter
49,technician,married,secondary,no,550,yes,no,,jun,2025-06-01,412,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.1722882677440299,D4,PRIORITÉ 3 — Nurturing
38,entrepreneur,married,tertiary,no,7752,yes,no,cellular,jul,2025-07-01,138,4,,no,0,Q4 — Solde élevé,TIÈDE,0.0572612936709197,D3,PRIORITÉ 4 — Ne pas contacter
53,technician,married,secondary,no,6,yes,no,,may,2025-05-01,517,1,,no,0,Q1 — Faible solde,TIÈDE,0.3786235903561903,D5,PRIORITÉ 2 — À qualifier
31,blue-collar,married,secondary,no,4471,yes,no,,may,2025-05-01,296,2,,no,0,Q4 — Solde élevé,TIÈDE,0.02871763350956,D2,PRIORITÉ 4 — Ne pas contacter
57,housemaid,married,primary,no,1969,no,no,cellular,aug,2025-08-01,286,3,,no,0,Q4 — Solde élevé,TIÈDE,0.3054184349839945,D5,PRIORITÉ 3 — Nurturing
36,management,single,tertiary,no,219,no,no,cellular,feb,2025-02-01,22,6,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.055916018219757,D3,PRIORITÉ 4 — Ne pas contacter
38,management,married,tertiary,no,76,yes,no,cellular,apr,2025-04-01,167,2,failure,no,0,Q1 — Faible solde,TIÈDE,0.2423931539913547,D4,PRIORITÉ 3 — Nurturing
30,admin.,single,secondary,no,60,no,no,cellular,jan,2025-01-01,55,2,,no,0,Q1 — Faible solde,CHAUD,0.0233082861013424,D1,PRIORITÉ 4 — Ne pas contacter
36,management,single,tertiary,no,8,no,no,cellular,jul,2025-07-01,858,7,,no,0,Q1 — Faible solde,TIÈDE,0.8138844521802713,D8,PRIORITÉ 1 — Contacter en urgence
29,services,married,secondary,no,19,yes,no,cellular,jul,2025-07-01,327,6,,no,0,Q1 — Faible solde,FROID,0.1692736339568128,D4,PRIORITÉ 3 — Nurturing
32,admin.,married,secondary,no,20011,no,no,cellular,apr,2025-04-01,234,1,,no,0,Q4 — Solde élevé,CHAUD,0.7219319228122447,D7,PRIORITÉ 1 — Contacter en urgence
48,unemployed,married,primary,no,608,no,no,cellular,jul,2025-07-01,362,2,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.3127432922119007,D5,PRIORITÉ 3 — Nurturing
53,retired,married,primary,no,1068,no,no,cellular,jan,2025-01-01,200,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.4594749614475653,D5,PRIORITÉ 2 — À qualifier
35,technician,married,tertiary,no,-269,yes,yes,cellular,may,2025-05-01,344,4,,no,0,Q1 — Faible solde,FROID,0.2404865611220468,D4,PRIORITÉ 3 — Nurturing
48,management,married,tertiary,no,494,no,no,cellular,aug,2025-08-01,81,8,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0334697977839228,D2,PRIORITÉ 4 — Ne pas contacter
31,entrepreneur,single,secondary,no,159,yes,no,cellular,nov,2025-11-01,66,1,failure,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0345597905588392,D2,PRIORITÉ 4 — Ne pas contacter
30,technician,single,secondary,no,-754,yes,yes,,may,2025-05-01,974,1,,no,0,Q1 — Faible solde,FROID,0.8931891823714578,D9,PRIORITÉ 1 — Contacter en urgence
28,admin.,married,secondary,no,157,yes,yes,cellular,jul,2025-07-01,164,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0916980983011143,D3,PRIORITÉ 4 — Ne pas contacter
42,management,married,tertiary,no,2110,no,yes,cellular,jul,2025-07-01,106,2,,no,0,Q4 — Solde élevé,CHAUD,0.0418581133192666,D2,PRIORITÉ 4 — Ne pas contacter
31,housemaid,married,primary,no,2603,yes,no,cellular,nov,2025-11-01,224,1,,no,0,Q4 — Solde élevé,TIÈDE,0.1678776921934261,D4,PRIORITÉ 3 — Nurturing
36,management,single,secondary,no,992,no,no,,jun,2025-06-01,351,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.0893625980173617,D3,PRIORITÉ 4 — Ne pas contacter
43,technician,single,secondary,no,593,yes,no,,may,2025-05-01,55,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0143550683505552,D1,PRIORITÉ 4 — Ne pas contacter
28,student,married,tertiary,no,327,yes,no,cellular,may,2025-05-01,104,3,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0876232697184637,D3,PRIORITÉ 4 — Ne pas contacter
34,management,single,tertiary,no,6766,no,no,cellular,aug,2025-08-01,210,5,,no,0,Q4 — Solde élevé,CHAUD,0.3358169827364168,D5,PRIORITÉ 3 — Nurturing
36,technician,married,secondary,no,432,yes,yes,,aug,2025-08-01,94,1,,no,0,Q2 — Solde moyen-bas,FROID,0.0489351577283499,D3,PRIORITÉ 4 — Ne pas contacter
28,admin.,single,secondary,no,25,yes,no,,jun,2025-06-01,109,2,,no,0,Q1 — Faible solde,TIÈDE,0.0412289778519156,D2,PRIORITÉ 4 — Ne pas contacter
34,blue-collar,married,primary,no,5299,yes,no,,jun,2025-06-01,75,5,,no,0,Q4 — Solde élevé,TIÈDE,0.0140228278813047,D1,PRIORITÉ 4 — Ne pas contacter
53,admin.,single,secondary,no,291,no,no,,jul,2025-07-01,145,1,,no,0,Q2 — Solde moyen-bas,CHAUD,0.0944644673303983,D3,PRIORITÉ 4 — Ne pas contacter
52,self-employed,married,secondary,no,517,no,no,cellular,aug,2025-08-01,77,4,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0176944021061729,D1,PRIORITÉ 4 — Ne pas contacter
44,unemployed,married,primary,no,97,yes,no,,jun,2025-06-01,105,3,,no,0,Q1 — Faible solde,TIÈDE,0.0255223901690459,D2,PRIORITÉ 4 — Ne pas contacter
58,self-employed,married,tertiary,no,1636,no,no,cellular,apr,2025-04-01,187,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.7979721517311783,D7,PRIORITÉ 1 — Contacter en urgence
47,admin.,married,secondary,no,996,no,no,telephone,aug,2025-08-01,247,2,,no,0,Q3 — Solde moyen-haut,CHAUD,0.3903823594791403,D5,PRIORITÉ 2 — À qualifier
40,blue-collar,single,secondary,no,0,yes,no,,may,2025-05-01,59,4,,no,0,Q1 — Faible solde,FROID,0.009502995702488,D1,PRIORITÉ 4 — Ne pas contacter
39,management,married,tertiary,no,710,yes,no,cellular,jul,2025-07-01,211,2,,no,0,Q3 — Solde moyen-haut,CHAUD,0.134437826034111,D4,PRIORITÉ 4 — Ne pas contacter
33,self-employed,single,tertiary,no,1049,no,no,cellular,may,2025-05-01,126,4,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.1048131751784392,D3,PRIORITÉ 4 — Ne pas contacter
23,student,single,secondary,no,556,yes,no,cellular,may,2025-05-01,170,2,,no,0,Q3 — Solde moyen-haut,CHAUD,0.2259276128222385,D4,PRIORITÉ 3 — Nurturing
31,services,single,secondary,no,629,yes,no,,may,2025-05-01,369,2,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0787792090285549,D3,PRIORITÉ 4 — Ne pas contacter
39,blue-collar,married,primary,no,186,yes,no,,may,2025-05-01,208,3,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0183600248334666,D1,PRIORITÉ 4 — Ne pas contacter
42,management,divorced,tertiary,no,0,no,no,,may,2025-05-01,131,2,,no,0,Q1 — Faible solde,CHAUD,0.0317239732337553,D2,PRIORITÉ 4 — Ne pas contacter
46,admin.,married,secondary,no,1264,no,no,telephone,jan,2025-01-01,100,2,,no,0,Q3 — Solde moyen-haut,CHAUD,0.1133811639442729,D3,PRIORITÉ 4 — Ne pas contacter
22,student,single,secondary,no,64,no,no,cellular,jun,2025-06-01,112,1,,no,0,Q1 — Faible solde,CHAUD,0.3861792955094689,D5,PRIORITÉ 2 — À qualifier
50,technician,married,secondary,no,2497,yes,no,cellular,nov,2025-11-01,35,1,failure,no,0,Q4 — Solde élevé,TIÈDE,0.0330971891802539,D2,PRIORITÉ 4 — Ne pas contacter
50,technician,single,secondary,no,-97,yes,no,cellular,apr,2025-04-01,425,1,failure,no,0,Q1 — Faible solde,TIÈDE,0.5204670222104777,D6,PRIORITÉ 2 — À qualifier
34,management,married,tertiary,no,161,yes,no,cellular,jul,2025-07-01,378,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.3543423766224503,D5,PRIORITÉ 2 — À qualifier
40,admin.,married,secondary,no,732,no,no,cellular,sep,2025-09-01,71,1,success,no,0,Q3 — Solde moyen-haut,CHAUD,0.5089446320726065,D5,PRIORITÉ 2 — À qualifier
39,blue-collar,married,secondary,no,94,yes,yes,cellular,nov,2025-11-01,181,1,,no,0,Q1 — Faible solde,FROID,0.0935102989312888,D3,PRIORITÉ 4 — Ne pas contacter
51,blue-collar,married,tertiary,no,2404,yes,no,telephone,nov,2025-11-01,30,1,,no,0,Q4 — Solde élevé,TIÈDE,0.049587235973031,D3,PRIORITÉ 4 — Ne pas contacter
45,management,married,secondary,no,21,yes,no,,jun,2025-06-01,788,2,,no,0,Q1 — Faible solde,TIÈDE,0.7708648252350013,D7,PRIORITÉ 1 — Contacter en urgence
34,technician,single,tertiary,no,2658,yes,no,cellular,mar,2025-03-01,265,1,failure,no,0,Q4 — Solde élevé,TIÈDE,0.7387702859763917,D7,PRIORITÉ 1 — Contacter en urgence
30,self-employed,married,secondary,no,131,yes,no,,may,2025-05-01,306,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0312444778271097,D2,PRIORITÉ 4 — Ne pas contacter
57,unemployed,married,primary,no,0,yes,no,cellular,nov,2025-11-01,231,2,,no,0,Q1 — Faible solde,TIÈDE,0.0759859827134065,D3,PRIORITÉ 4 — Ne pas contacter
42,blue-collar,married,secondary,no,351,yes,no,,may,2025-05-01,76,21,,no,0,Q2 — Solde moyen-bas,FROID,0.0109640918959507,D1,PRIORITÉ 4 — Ne pas contacter
51,technician,married,secondary,no,564,no,yes,cellular,jul,2025-07-01,187,2,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.1050748869463269,D3,PRIORITÉ 4 — Ne pas contacter
38,blue-collar,married,primary,no,2240,yes,no,cellular,nov,2025-11-01,551,1,failure,no,0,Q4 — Solde élevé,TIÈDE,0.6435857910024145,D6,PRIORITÉ 1 — Contacter en urgence
60,self-employed,married,primary,no,46,yes,no,,may,2025-05-01,202,4,,no,0,Q1 — Faible solde,FROID,0.0345905568216633,D2,PRIORITÉ 4 — Ne pas contacter
38,blue-collar,married,primary,no,132,yes,no,cellular,may,2025-05-01,797,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.8328626789618261,D8,PRIORITÉ 1 — Contacter en urgence
37,retired,married,secondary,no,71,no,yes,cellular,may,2025-05-01,254,1,,no,0,Q1 — Faible solde,TIÈDE,0.2722963458988309,D4,PRIORITÉ 3 — Nurturing
34,management,single,tertiary,no,0,yes,yes,cellular,may,2025-05-01,197,2,other,no,0,Q1 — Faible solde,TIÈDE,0.1594848420029643,D4,PRIORITÉ 3 — Nurturing
39,housemaid,married,primary,no,267,no,no,,jun,2025-06-01,1151,5,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.8703365631272626,D9,PRIORITÉ 1 — Contacter en urgence
55,services,married,secondary,no,841,yes,no,cellular,may,2025-05-01,140,9,failure,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0733451986507719,D3,PRIORITÉ 4 — Ne pas contacter
48,blue-collar,married,primary,no,51,no,yes,telephone,jul,2025-07-01,76,1,,no,0,Q1 — Faible solde,TIÈDE,0.0148301151115175,D1,PRIORITÉ 4 — Ne pas contacter
42,blue-collar,married,primary,no,7735,yes,no,cellular,apr,2025-04-01,166,1,failure,no,0,Q4 — Solde élevé,TIÈDE,0.2009011002047686,D4,PRIORITÉ 3 — Nurturing
29,housemaid,married,primary,no,417,no,no,cellular,jul,2025-07-01,108,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0435696181883198,D3,PRIORITÉ 4 — Ne pas contacter
33,blue-collar,single,secondary,no,-14,yes,no,cellular,may,2025-05-01,223,2,,no,0,Q1 — Faible solde,TIÈDE,0.1231421113491751,D4,PRIORITÉ 4 — Ne pas contacter
35,blue-collar,married,primary,no,2490,yes,no,cellular,may,2025-05-01,170,1,failure,no,0,Q4 — Solde élevé,TIÈDE,0.1397396144741309,D4,PRIORITÉ 4 — Ne pas contacter
28,admin.,married,secondary,no,0,yes,no,cellular,may,2025-05-01,47,1,,no,0,Q1 — Faible solde,TIÈDE,0.0281977826332671,D2,PRIORITÉ 4 — Ne pas contacter
26,blue-collar,single,secondary,no,184,no,no,cellular,feb,2025-02-01,110,2,other,no,0,Q2 — Solde moyen-bas,TIÈDE,0.2889563305436703,D5,PRIORITÉ 3 — Nurturing
40,services,single,secondary,no,19343,yes,no,cellular,nov,2025-11-01,13,4,failure,no,0,Q4 — Solde élevé,TIÈDE,0.0333096704506109,D2,PRIORITÉ 4 — Ne pas contacter
42,admin.,married,secondary,no,947,no,no,cellular,jul,2025-07-01,158,2,,no,0,Q3 — Solde moyen-haut,CHAUD,0.1389657182287781,D4,PRIORITÉ 4 — Ne pas contacter
49,blue-collar,married,secondary,no,90,yes,no,,may,2025-05-01,127,1,,no,0,Q1 — Faible solde,TIÈDE,0.0235693158910362,D1,PRIORITÉ 4 — Ne pas contacter
32,admin.,single,secondary,no,10218,yes,no,cellular,nov,2025-11-01,149,2,,no,0,Q4 — Solde élevé,CHAUD,0.1615753828128438,D4,PRIORITÉ 3 — Nurturing
33,technician,married,secondary,yes,72,yes,no,,may,2025-05-01,623,1,,no,0,Q1 — Faible solde,FROID,0.5595087738294886,D6,PRIORITÉ 2 — À qualifier
30,technician,single,secondary,no,120,yes,no,cellular,may,2025-05-01,74,1,,no,0,Q1 — Faible solde,TIÈDE,0.0259010680771363,D2,PRIORITÉ 4 — Ne pas contacter
20,student,single,secondary,no,130,no,no,telephone,may,2025-05-01,75,3,,no,0,Q2 — Solde moyen-bas,CHAUD,0.0830502065220278,D3,PRIORITÉ 4 — Ne pas contacter
51,blue-collar,married,,no,41,yes,no,telephone,jul,2025-07-01,16,43,,no,0,Q1 — Faible solde,FROID,0.0139121462393775,D1,PRIORITÉ 4 — Ne pas contacter
38,blue-collar,single,primary,no,0,yes,no,cellular,may,2025-05-01,350,2,,no,0,Q1 — Faible solde,TIÈDE,0.1557849934007041,D4,PRIORITÉ 3 — Nurturing
53,technician,married,tertiary,no,673,yes,no,cellular,jul,2025-07-01,182,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.1471246845093888,D4,PRIORITÉ 4 — Ne pas contacter
34,blue-collar,divorced,secondary,no,-131,yes,no,cellular,may,2025-05-01,132,1,failure,no,0,Q1 — Faible solde,TIÈDE,0.0702078015085397,D3,PRIORITÉ 4 — Ne pas contacter
30,blue-collar,married,primary,no,2607,yes,no,,may,2025-05-01,158,10,,no,0,Q4 — Solde élevé,TIÈDE,0.0161921880943271,D1,PRIORITÉ 4 — Ne pas contacter
36,unemployed,divorced,secondary,no,5,yes,no,cellular,jul,2025-07-01,305,1,,no,0,Q1 — Faible solde,TIÈDE,0.1956607597414068,D4,PRIORITÉ 3 — Nurturing
36,management,married,tertiary,no,23,no,no,cellular,aug,2025-08-01,133,11,,no,0,Q1 — Faible solde,TIÈDE,0.0424581238020062,D2,PRIORITÉ 4 — Ne pas contacter
39,blue-collar,married,secondary,no,180,yes,no,cellular,apr,2025-04-01,237,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.2304877296367738,D4,PRIORITÉ 3 — Nurturing
33,technician,single,tertiary,no,68,no,no,cellular,aug,2025-08-01,96,2,,no,0,Q1 — Faible solde,TIÈDE,0.0473028840445953,D3,PRIORITÉ 4 — Ne pas contacter
42,management,married,tertiary,no,0,no,no,cellular,aug,2025-08-01,325,2,,no,0,Q1 — Faible solde,CHAUD,0.2702999040908008,D4,PRIORITÉ 3 — Nurturing
30,management,single,tertiary,no,565,yes,no,cellular,oct,2025-10-01,104,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.342193383992327,D5,PRIORITÉ 3 — Nurturing
23,technician,single,secondary,no,598,no,no,cellular,apr,2025-04-01,166,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.8043240078447387,D8,PRIORITÉ 1 — Contacter en urgence
37,technician,single,tertiary,no,1609,no,yes,,jun,2025-06-01,10,19,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0181434880624215,D1,PRIORITÉ 4 — Ne pas contacter
77,retired,married,tertiary,no,1047,no,no,cellular,jun,2025-06-01,108,5,,no,0,Q3 — Solde moyen-haut,CHAUD,0.2143472512896289,D4,PRIORITÉ 3 — Nurturing
33,technician,married,tertiary,no,5641,no,no,cellular,aug,2025-08-01,168,2,,no,0,Q4 — Solde élevé,TIÈDE,0.2103589924065544,D4,PRIORITÉ 3 — Nurturing
33,blue-collar,single,primary,no,557,yes,no,cellular,apr,2025-04-01,91,2,failure,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0944791308836092,D3,PRIORITÉ 4 — Ne pas contacter
40,blue-collar,single,secondary,no,1066,yes,no,,may,2025-05-01,171,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.0274527365552867,D2,PRIORITÉ 4 — Ne pas contacter
58,retired,married,secondary,no,35,no,no,cellular,jul,2025-07-01,336,7,,no,0,Q1 — Faible solde,TIÈDE,0.2363353292510976,D4,PRIORITÉ 3 — Nurturing
29,management,single,tertiary,no,54,yes,yes,,may,2025-05-01,257,3,,no,0,Q1 — Faible solde,TIÈDE,0.0412146192681193,D2,PRIORITÉ 4 — Ne pas contacter
43,management,single,tertiary,no,1806,yes,no,cellular,aug,2025-08-01,161,2,,no,0,Q4 — Solde élevé,CHAUD,0.1143412495217508,D3,PRIORITÉ 4 — Ne pas contacter
34,blue-collar,single,secondary,no,39,no,no,cellular,may,2025-05-01,254,2,failure,no,0,Q1 — Faible solde,TIÈDE,0.4098013937945355,D5,PRIORITÉ 2 — À qualifier
38,admin.,divorced,secondary,no,0,yes,no,cellular,jul,2025-07-01,93,1,,no,0,Q1 — Faible solde,TIÈDE,0.0454984937229182,D3,PRIORITÉ 4 — Ne pas contacter
38,admin.,divorced,secondary,no,930,yes,no,cellular,may,2025-05-01,46,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.021280932221011,D1,PRIORITÉ 4 — Ne pas contacter
40,blue-collar,married,primary,no,0,no,no,cellular,jul,2025-07-01,313,1,,no,0,Q1 — Faible solde,TIÈDE,0.2305635678830948,D4,PRIORITÉ 3 — Nurturing
59,management,married,tertiary,no,2764,no,no,cellular,feb,2025-02-01,459,1,failure,no,0,Q4 — Solde élevé,CHAUD,0.8642988244998296,D8,PRIORITÉ 1 — Contacter en urgence
44,admin.,single,secondary,no,4492,no,yes,cellular,jul,2025-07-01,19,13,,no,0,Q4 — Solde élevé,TIÈDE,0.0158490441011642,D1,PRIORITÉ 4 — Ne pas contacter
60,retired,divorced,tertiary,no,2166,no,no,,jun,2025-06-01,8,9,,no,0,Q4 — Solde élevé,CHAUD,0.0188013011809727,D1,PRIORITÉ 4 — Ne pas contacter
37,management,single,tertiary,no,0,no,no,cellular,oct,2025-10-01,107,1,other,no,0,Q1 — Faible solde,CHAUD,0.3827717667266874,D5,PRIORITÉ 2 — À qualifier
50,admin.,married,secondary,no,1575,no,no,cellular,nov,2025-11-01,407,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.7017334320654407,D7,PRIORITÉ 1 — Contacter en urgence
50,management,divorced,tertiary,no,201,yes,no,cellular,jul,2025-07-01,248,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.1851270544560121,D4,PRIORITÉ 3 — Nurturing
35,admin.,married,tertiary,no,318,yes,yes,cellular,oct,2025-10-01,142,1,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.4242094754944787,D5,PRIORITÉ 2 — À qualifier
39,management,single,tertiary,no,1682,yes,no,cellular,nov,2025-11-01,147,1,failure,no,0,Q3 — Solde moyen-haut,CHAUD,0.2826213080066463,D5,PRIORITÉ 3 — Nurturing
29,self-employed,married,tertiary,no,242,yes,no,cellular,jul,2025-07-01,73,4,,no,0,Q2 — Solde moyen-bas,FROID,0.0228003906796123,D1,PRIORITÉ 4 — Ne pas contacter
34,management,divorced,secondary,no,291,no,no,cellular,aug,2025-08-01,91,2,,no,0,Q2 — Solde moyen-bas,CHAUD,0.0465446536930866,D3,PRIORITÉ 4 — Ne pas contacter
31,technician,divorced,secondary,no,304,no,no,cellular,feb,2025-02-01,133,2,,no,0,Q2 — Solde moyen-bas,TIÈDE,0.3623723165595396,D5,PRIORITÉ 2 — À qualifier
51,housemaid,married,primary,no,108,no,no,,jun,2025-06-01,278,2,,no,0,Q1 — Faible solde,TIÈDE,0.0385699865387409,D2,PRIORITÉ 4 — Ne pas contacter
46,blue-collar,married,primary,no,1303,no,no,cellular,aug,2025-08-01,174,1,,no,0,Q3 — Solde moyen-haut,TIÈDE,0.3057017791047757,D5,PRIORITÉ 3 — Nurturing
27,admin.,single,secondary,no,292,yes,no,cellular,may,2025-05-01,53,9,other,no,0,Q2 — Solde moyen-bas,TIÈDE,0.0240698769594966,D1,PRIORITÉ 4 — Ne pas contacter
61,retired,married,secondary,no,89,no,no,cellular,oct,2025-10-01,154,1,failure,no,0,Q1 — Faible solde,CHAUD,0.811829937354844,D8,PRIORITÉ 1 — Contacter en urgence
34,admin.,married,tertiary,no,788,yes,no,cellular,feb,2025-02-01,269,1,,no,0,Q3 — Solde moyen-haut,CHAUD,0.4274427545829687,D5,PRIORITÉ 2 — À qualifier
