age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed,subscribed_bin,never_contacted,balance_segment,segment,propension_score,score_decile,priorite
72,retired,married,secondary,no,5715,no,no,cellular,17,nov,1127,5,184.0,3,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9156392736642649,D10,PRIORITÉ 1 — Contacter en urgence
42,technician,married,tertiary,no,-215,no,no,,20,jun,1573,5,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.9125527719293851,D9,PRIORITÉ 1 — Contacter en urgence
59,management,married,tertiary,no,2239,no,no,cellular,20,aug,377,6,90.0,1,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9150428173705064,D10,PRIORITÉ 1 — Contacter en urgence
32,management,married,tertiary,no,376,yes,no,cellular,23,mar,248,4,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.723196372920153,D7,PRIORITÉ 1 — Contacter en urgence
36,technician,married,secondary,no,15485,no,no,cellular,14,apr,461,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.7483268331903158,D7,PRIORITÉ 1 — Contacter en urgence
34,services,married,secondary,no,2918,no,yes,cellular,4,jun,246,1,196.0,2,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9288647321709927,D10,PRIORITÉ 1 — Contacter en urgence
28,student,single,secondary,no,67,no,no,cellular,20,aug,329,3,199.0,2,other,yes,1,0,Q1 — Faible solde,CHAUD,0.8126228619912789,D8,PRIORITÉ 1 — Contacter en urgence
54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,jun,257,3,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.7010381162757199,D7,PRIORITÉ 1 — Contacter en urgence
27,admin.,single,secondary,no,192,no,no,telephone,28,jul,1076,17,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.9307173934966102,D10,PRIORITÉ 1 — Contacter en urgence
42,management,married,,no,1519,no,no,cellular,19,jul,268,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.5246490197841598,D6,PRIORITÉ 2 — À qualifier
31,admin.,single,secondary,no,0,no,no,cellular,17,apr,188,3,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.42396251797581874,D5,PRIORITÉ 2 — À qualifier
41,unemployed,married,secondary,no,0,yes,yes,cellular,5,may,400,1,,0,,yes,1,1,Q1 — Faible solde,FROID,0.3376522187529122,D5,PRIORITÉ 3 — Nurturing
37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,jun,238,1,181.0,2,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9834615737462666,D10,PRIORITÉ 1 — Contacter en urgence
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73.0,1,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.7916906061603737,D7,PRIORITÉ 1 — Contacter en urgence
33,unemployed,married,secondary,no,1211,no,no,cellular,11,feb,535,1,188.0,1,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.926420470349547,D10,PRIORITÉ 1 — Contacter en urgence
27,self-employed,single,tertiary,no,347,no,no,cellular,6,aug,385,4,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.724653861857048,D7,PRIORITÉ 1 — Contacter en urgence
44,management,married,tertiary,no,423,no,no,cellular,12,mar,2330,5,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.9704348757992893,D10,PRIORITÉ 1 — Contacter en urgence
22,student,single,secondary,no,3982,no,no,cellular,20,apr,206,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8511703832117999,D8,PRIORITÉ 1 — Contacter en urgence
25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.896986364137818,D9,PRIORITÉ 1 — Contacter en urgence
30,management,single,tertiary,no,697,no,no,cellular,10,aug,179,3,102.0,2,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.8871560325648984,D9,PRIORITÉ 1 — Contacter en urgence
46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,618,6,,0,,yes,1,1,Q2 — Solde moyen-bas,FROID,0.8043268808985672,D8,PRIORITÉ 1 — Contacter en urgence
32,technician,single,secondary,no,324,no,yes,cellular,23,feb,432,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.5634843219980168,D6,PRIORITÉ 2 — À qualifier
57,admin.,single,secondary,no,5768,yes,no,,19,jun,512,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.5363679060293696,D6,PRIORITÉ 2 — À qualifier
41,technician,married,tertiary,no,1517,no,no,cellular,8,aug,193,3,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.24700373314538543,D4,PRIORITÉ 3 — Nurturing
62,management,married,tertiary,no,0,no,no,cellular,3,sep,299,1,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.8812632079879665,D9,PRIORITÉ 1 — Contacter en urgence
28,unemployed,married,tertiary,no,482,no,no,cellular,25,may,119,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.3525645338255227,D5,PRIORITÉ 2 — À qualifier
77,retired,married,secondary,no,638,no,no,cellular,7,aug,453,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.8667043051784988,D9,PRIORITÉ 1 — Contacter en urgence
47,housemaid,married,secondary,no,2524,no,no,cellular,12,oct,105,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.42721396139781787,D5,PRIORITÉ 2 — À qualifier
40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439.0,1,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.8651928151892759,D9,PRIORITÉ 1 — Contacter en urgence
41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,may,729,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.8468717964276744,D8,PRIORITÉ 1 — Contacter en urgence
28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414.0,1,failure,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.8318957292435242,D8,PRIORITÉ 1 — Contacter en urgence
51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,apr,895,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.8542834153278224,D8,PRIORITÉ 1 — Contacter en urgence
47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,95.0,1,failure,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9686067092830781,D10,PRIORITÉ 1 — Contacter en urgence
37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182.0,1,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9720686781258923,D10,PRIORITÉ 1 — Contacter en urgence
29,management,married,tertiary,no,51,yes,no,cellular,17,jul,1319,5,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.9027539031400854,D9,PRIORITÉ 1 — Contacter en urgence
24,services,single,secondary,yes,-122,yes,no,,13,may,1000,1,,0,,yes,1,1,Q1 — Faible solde,FROID,0.9216469430453521,D10,PRIORITÉ 1 — Contacter en urgence
27,blue-collar,single,secondary,no,294,yes,yes,,28,may,694,2,,0,,yes,1,1,Q2 — Solde moyen-bas,FROID,0.834236630106762,D8,PRIORITÉ 1 — Contacter en urgence
23,student,single,secondary,no,922,no,no,cellular,28,may,538,2,184.0,9,failure,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9117648152751213,D9,PRIORITÉ 1 — Contacter en urgence
32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,1,87.0,2,other,yes,1,0,Q1 — Faible solde,TIÈDE,0.13996629254726084,D4,PRIORITÉ 4 — Ne pas contacter
40,technician,married,secondary,no,694,yes,no,cellular,3,jun,431,2,119.0,9,failure,yes,1,0,Q3 — Solde moyen-haut,TIÈDE,0.8579772839412075,D8,PRIORITÉ 1 — Contacter en urgence
32,management,married,tertiary,no,607,yes,no,,18,jun,1060,5,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.8895805082995337,D9,PRIORITÉ 1 — Contacter en urgence
57,management,married,secondary,no,2155,no,yes,cellular,10,nov,144,3,91.0,2,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.22586737200425339,D4,PRIORITÉ 3 — Nurturing
28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,246,2,420.0,2,other,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.9209954398099838,D10,PRIORITÉ 1 — Contacter en urgence
35,technician,married,tertiary,no,7050,no,no,cellular,10,feb,278,3,187.0,1,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9462103619560315,D10,PRIORITÉ 1 — Contacter en urgence
35,blue-collar,married,secondary,no,1055,no,no,,18,nov,150,2,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.4500692418916445,D5,PRIORITÉ 2 — À qualifier
24,student,single,secondary,no,8165,no,no,cellular,15,sep,216,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8876640523801685,D9,PRIORITÉ 1 — Contacter en urgence
36,technician,married,tertiary,no,376,no,no,cellular,16,sep,173,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.6556141813246158,D6,PRIORITÉ 1 — Contacter en urgence
66,housemaid,divorced,primary,no,3701,no,no,telephone,3,mar,834,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.9115933599220536,D9,PRIORITÉ 1 — Contacter en urgence
45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,418,1,168.0,1,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.8085094655654192,D8,PRIORITÉ 1 — Contacter en urgence
28,technician,single,tertiary,no,3623,no,no,cellular,10,mar,261,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.8946433045748308,D9,PRIORITÉ 1 — Contacter en urgence
45,housemaid,married,secondary,no,360,no,no,cellular,3,nov,215,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.37437507708284745,D5,PRIORITÉ 2 — À qualifier
31,unemployed,single,secondary,no,284,yes,no,cellular,2,feb,855,1,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.8457566421119702,D8,PRIORITÉ 1 — Contacter en urgence
45,services,single,primary,no,1893,yes,no,,3,jun,1259,6,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.9042307224388711,D9,PRIORITÉ 1 — Contacter en urgence
34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1.0,6,success,yes,1,0,Q1 — Faible solde,CHAUD,0.635258623379996,D6,PRIORITÉ 1 — Contacter en urgence
39,technician,single,secondary,no,1355,yes,no,cellular,14,may,1180,1,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.9210486484302481,D10,PRIORITÉ 1 — Contacter en urgence
24,management,single,tertiary,no,1506,no,no,cellular,12,jun,239,2,95.0,4,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9840896083893143,D10,PRIORITÉ 1 — Contacter en urgence
33,technician,single,tertiary,no,1393,yes,no,cellular,18,jul,1127,3,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.8765645367655379,D9,PRIORITÉ 1 — Contacter en urgence
54,management,divorced,tertiary,no,487,yes,no,,21,may,828,4,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.8264988940763605,D8,PRIORITÉ 1 — Contacter en urgence
26,student,single,secondary,no,655,no,no,cellular,16,sep,190,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.8184655184317735,D8,PRIORITÉ 1 — Contacter en urgence
30,services,single,tertiary,no,1788,no,no,cellular,4,aug,288,1,181.0,2,failure,yes,1,0,Q4 — Solde élevé,TIÈDE,0.900468169999585,D9,PRIORITÉ 1 — Contacter en urgence
37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,107,1,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.08680283244165826,D3,PRIORITÉ 4 — Ne pas contacter
32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.7869128242972073,D7,PRIORITÉ 1 — Contacter en urgence
39,management,married,secondary,no,215,no,no,cellular,11,aug,1141,4,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.8763441420825989,D9,PRIORITÉ 1 — Contacter en urgence
27,,single,secondary,no,1187,no,no,telephone,26,feb,232,1,101.0,1,failure,yes,1,0,Q3 — Solde moyen-haut,TIÈDE,0.6274398280147548,D6,PRIORITÉ 1 — Contacter en urgence
54,admin.,married,secondary,no,0,no,no,cellular,27,jan,565,1,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.6312068820054427,D6,PRIORITÉ 1 — Contacter en urgence
54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,241,1,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.4872783287982222,D5,PRIORITÉ 2 — À qualifier
71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189.0,1,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9682078099345311,D10,PRIORITÉ 1 — Contacter en urgence
41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,102,2,297.0,3,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.559010719739055,D6,PRIORITÉ 2 — À qualifier
29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88.0,1,failure,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.7605393430502321,D7,PRIORITÉ 1 — Contacter en urgence
60,retired,married,secondary,no,1690,no,no,,20,jun,1467,4,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.8636416794439865,D8,PRIORITÉ 1 — Contacter en urgence
60,unemployed,married,primary,no,0,no,no,cellular,22,jul,1193,1,412.0,1,other,yes,1,0,Q1 — Faible solde,TIÈDE,0.919735963299817,D10,PRIORITÉ 1 — Contacter en urgence
36,technician,single,secondary,no,27,yes,no,cellular,9,feb,631,1,260.0,2,success,yes,1,0,Q1 — Faible solde,CHAUD,0.8610293512346459,D8,PRIORITÉ 1 — Contacter en urgence
34,management,single,tertiary,no,681,no,no,cellular,6,aug,637,2,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.744223093662879,D7,PRIORITÉ 1 — Contacter en urgence
27,admin.,single,secondary,no,18188,yes,no,,12,jun,541,17,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.5828105524582198,D6,PRIORITÉ 2 — À qualifier
34,management,married,tertiary,no,1006,yes,no,cellular,19,nov,783,3,195.0,2,other,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.7637879875601719,D7,PRIORITÉ 1 — Contacter en urgence
36,management,married,tertiary,no,1352,no,no,,19,jun,2028,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.8954006248810823,D9,PRIORITÉ 1 — Contacter en urgence
32,technician,single,tertiary,no,2340,no,no,cellular,18,feb,89,2,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.5402439135500834,D6,PRIORITÉ 2 — À qualifier
55,housemaid,married,,no,366,no,no,cellular,5,jun,365,3,57.0,2,other,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.9182879022739849,D10,PRIORITÉ 1 — Contacter en urgence
34,services,single,secondary,no,-374,yes,no,cellular,11,may,672,1,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.8388005896853199,D8,PRIORITÉ 1 — Contacter en urgence
25,technician,single,tertiary,no,1231,no,no,cellular,31,aug,271,2,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.665253833199228,D6,PRIORITÉ 1 — Contacter en urgence
51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243.0,1,failure,yes,1,0,Q3 — Solde moyen-haut,TIÈDE,0.3361508792159014,D5,PRIORITÉ 3 — Nurturing
33,management,married,tertiary,no,1778,no,no,cellular,12,feb,388,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.813852279964349,D8,PRIORITÉ 1 — Contacter en urgence
35,technician,married,secondary,no,2201,no,no,telephone,12,apr,350,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.6818441417037091,D6,PRIORITÉ 1 — Contacter en urgence
55,housemaid,married,primary,no,0,yes,no,cellular,17,jul,1303,2,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.8788050119040955,D9,PRIORITÉ 1 — Contacter en urgence
61,retired,married,tertiary,no,2557,yes,no,cellular,11,aug,139,3,190.0,1,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.8171266850816985,D8,PRIORITÉ 1 — Contacter en urgence
34,technician,married,secondary,no,0,yes,no,cellular,5,aug,231,2,2.0,3,success,yes,1,0,Q1 — Faible solde,CHAUD,0.8029378441613657,D8,PRIORITÉ 1 — Contacter en urgence
55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,1,91.0,2,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.954977503897884,D10,PRIORITÉ 1 — Contacter en urgence
23,student,single,tertiary,no,0,no,no,cellular,10,aug,213,1,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.6881907523749436,D6,PRIORITÉ 1 — Contacter en urgence
69,retired,married,secondary,no,0,no,no,cellular,27,jul,666,1,90.0,4,success,yes,1,0,Q1 — Faible solde,CHAUD,0.9571448865830403,D10,PRIORITÉ 1 — Contacter en urgence
37,management,single,tertiary,no,22125,no,yes,cellular,21,nov,331,2,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.2599366574950262,D4,PRIORITÉ 3 — Nurturing
49,entrepreneur,married,primary,no,6188,no,no,cellular,18,nov,453,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.669150315653081,D6,PRIORITÉ 1 — Contacter en urgence
41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,207,3,387.0,2,failure,yes,1,0,Q3 — Solde moyen-haut,TIÈDE,0.8265752612522149,D8,PRIORITÉ 1 — Contacter en urgence
39,technician,single,,no,45248,yes,no,,6,may,1623,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.8773915953066972,D9,PRIORITÉ 1 — Contacter en urgence
30,technician,single,tertiary,no,3291,yes,no,,19,may,1218,3,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.8565666738858986,D8,PRIORITÉ 1 — Contacter en urgence
32,technician,single,secondary,no,562,yes,no,,30,may,722,3,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.7697002874039117,D7,PRIORITÉ 1 — Contacter en urgence
61,admin.,married,secondary,no,1046,yes,no,cellular,21,aug,158,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.565030316727669,D6,PRIORITÉ 2 — À qualifier
33,management,single,tertiary,no,87,no,no,cellular,12,aug,978,1,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.8709094923583536,D9,PRIORITÉ 1 — Contacter en urgence
32,management,single,tertiary,no,10281,no,no,cellular,22,apr,400,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8722535458514098,D9,PRIORITÉ 1 — Contacter en urgence
45,admin.,divorced,primary,no,429,yes,no,cellular,22,apr,147,1,181.0,1,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.6638426209067275,D6,PRIORITÉ 1 — Contacter en urgence
59,retired,married,primary,no,3648,no,no,telephone,19,jun,1321,3,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.9368975865845497,D10,PRIORITÉ 1 — Contacter en urgence
48,blue-collar,married,secondary,no,863,yes,no,telephone,4,may,412,5,350.0,2,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.7070605260904486,D7,PRIORITÉ 1 — Contacter en urgence
18,student,single,,no,3,no,no,cellular,25,aug,130,2,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.5015211287308625,D5,PRIORITÉ 2 — À qualifier
27,management,single,tertiary,no,2648,no,no,cellular,5,feb,917,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.9327073819022018,D10,PRIORITÉ 1 — Contacter en urgence
32,management,single,tertiary,no,0,yes,no,cellular,30,apr,370,3,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.4875434526693749,D5,PRIORITÉ 2 — À qualifier
50,technician,divorced,secondary,no,0,no,no,cellular,29,sep,159,1,120.0,2,failure,yes,1,0,Q1 — Faible solde,TIÈDE,0.6893977887222997,D6,PRIORITÉ 1 — Contacter en urgence
30,self-employed,single,tertiary,no,655,no,no,cellular,23,sep,272,4,184.0,1,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.8913736083938283,D9,PRIORITÉ 1 — Contacter en urgence
23,student,single,,no,854,yes,no,,28,may,664,2,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.7978953090222297,D7,PRIORITÉ 1 — Contacter en urgence
40,management,divorced,tertiary,no,858,no,no,cellular,26,oct,202,2,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.37935916775503253,D5,PRIORITÉ 2 — À qualifier
27,blue-collar,single,tertiary,no,567,no,no,cellular,26,may,523,3,182.0,3,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9195531818706679,D10,PRIORITÉ 1 — Contacter en urgence
35,technician,single,secondary,no,399,yes,no,cellular,13,may,496,2,345.0,3,failure,yes,1,0,Q2 — Solde moyen-bas,TIÈDE,0.6749226984819192,D6,PRIORITÉ 1 — Contacter en urgence
53,admin.,divorced,,no,257,no,no,cellular,11,jul,1310,2,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.8586421994281507,D8,PRIORITÉ 1 — Contacter en urgence
59,admin.,married,secondary,no,3735,no,no,cellular,18,mar,203,4,121.0,2,failure,yes,1,0,Q4 — Solde élevé,CHAUD,0.7745527653052037,D7,PRIORITÉ 1 — Contacter en urgence
37,management,married,tertiary,no,57,no,no,cellular,5,feb,345,1,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.5879898812350023,D6,PRIORITÉ 2 — À qualifier
24,student,single,primary,no,1235,no,no,cellular,14,jul,334,4,93.0,6,other,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.8965358177575252,D9,PRIORITÉ 1 — Contacter en urgence
42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,,0,,yes,1,1,Q2 — Solde moyen-bas,TIÈDE,0.9034422804672629,D9,PRIORITÉ 1 — Contacter en urgence
27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,3,93.0,2,success,yes,1,0,Q2 — Solde moyen-bas,CHAUD,0.9514973280902933,D10,PRIORITÉ 1 — Contacter en urgence
29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291.0,2,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9383269859229075,D10,PRIORITÉ 1 — Contacter en urgence
30,management,single,tertiary,no,297,no,no,cellular,8,nov,188,1,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.35832666693177945,D5,PRIORITÉ 2 — À qualifier
22,admin.,single,secondary,no,33,no,no,cellular,12,feb,369,1,,0,,yes,1,1,Q1 — Faible solde,CHAUD,0.7957228519184762,D7,PRIORITÉ 1 — Contacter en urgence
39,services,married,secondary,no,1179,no,no,cellular,25,may,284,1,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.6059320729238841,D6,PRIORITÉ 1 — Contacter en urgence
35,management,single,tertiary,no,471,no,no,cellular,5,jun,276,2,,0,,yes,1,1,Q2 — Solde moyen-bas,CHAUD,0.7369035210757267,D7,PRIORITÉ 1 — Contacter en urgence
61,retired,married,secondary,no,938,no,no,cellular,15,jul,392,2,183.0,3,success,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9604759664652384,D10,PRIORITÉ 1 — Contacter en urgence
33,technician,single,tertiary,no,1636,yes,no,cellular,27,feb,165,1,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.5442176253502286,D6,PRIORITÉ 2 — À qualifier
42,management,divorced,tertiary,no,1243,no,no,cellular,26,aug,1000,4,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.8875750859029014,D9,PRIORITÉ 1 — Contacter en urgence
30,admin.,single,tertiary,no,0,yes,no,cellular,4,feb,730,2,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.8263782742943149,D8,PRIORITÉ 1 — Contacter en urgence
51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365.0,9,other,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.9211961130938433,D10,PRIORITÉ 1 — Contacter en urgence
25,services,single,,no,2022,no,no,cellular,29,jul,276,8,97.0,12,other,yes,1,0,Q4 — Solde élevé,TIÈDE,0.9154481044095161,D10,PRIORITÉ 1 — Contacter en urgence
44,technician,single,tertiary,no,2033,no,no,cellular,3,sep,444,1,99.0,1,failure,yes,1,0,Q4 — Solde élevé,TIÈDE,0.9383036082387392,D10,PRIORITÉ 1 — Contacter en urgence
34,admin.,married,secondary,no,869,no,no,,6,may,1677,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.8814286504818145,D9,PRIORITÉ 1 — Contacter en urgence
28,management,single,tertiary,no,3611,no,no,cellular,26,feb,141,2,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.6771418859345286,D6,PRIORITÉ 1 — Contacter en urgence
61,retired,divorced,primary,no,3624,no,no,cellular,25,nov,342,1,,0,,yes,1,1,Q4 — Solde élevé,CHAUD,0.8014120533198577,D8,PRIORITÉ 1 — Contacter en urgence
21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169.0,3,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.9606379183899646,D10,PRIORITÉ 1 — Contacter en urgence
53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,,0,,yes,1,1,Q4 — Solde élevé,TIÈDE,0.8626652929679087,D8,PRIORITÉ 1 — Contacter en urgence
46,services,married,secondary,no,4,no,no,cellular,30,apr,268,1,261.0,5,other,yes,1,0,Q1 — Faible solde,TIÈDE,0.519780641907477,D6,PRIORITÉ 2 — À qualifier
52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,134,5,204.0,2,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.6094962293271065,D6,PRIORITÉ 1 — Contacter en urgence
56,management,married,tertiary,no,1390,yes,no,cellular,18,nov,543,1,,0,,yes,1,1,Q3 — Solde moyen-haut,CHAUD,0.6201886698235669,D6,PRIORITÉ 1 — Contacter en urgence
36,technician,single,secondary,no,1228,yes,no,cellular,4,may,303,3,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.280736705508333,D5,PRIORITÉ 3 — Nurturing
30,admin.,married,secondary,no,1265,yes,yes,,26,may,414,2,,0,,yes,1,1,Q3 — Solde moyen-haut,TIÈDE,0.12701979431101876,D4,PRIORITÉ 4 — Ne pas contacter
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182.0,2,success,yes,1,0,Q4 — Solde élevé,CHAUD,0.8202341016957001,D8,PRIORITÉ 1 — Contacter en urgence
33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,2,503.0,2,failure,yes,1,0,Q3 — Solde moyen-haut,CHAUD,0.8068524272453992,D8,PRIORITÉ 1 — Contacter en urgence
28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105.0,7,other,yes,1,0,Q1 — Faible solde,CHAUD,0.893448196230435,D9,PRIORITÉ 1 — Contacter en urgence
54,technician,single,tertiary,no,118,no,no,cellular,5,apr,280,1,,0,,yes,1,1,Q1 — Faible solde,TIÈDE,0.7552268032896766,D7,PRIORITÉ 1 — Contacter en urgence
